<<<<<<< HEAD
Petition,URL,State,Signatures Count,Health,Crime/Safety,Government,Vehicles,Entertainment/Spectation,Socialising/Participation,Education,Environment,Animals
Housing Benefit ending under 25s,https://petition.parliament.uk/archived/petitions/35272,Closed,1861,,,1,,,,,,
EFRA Select Committee: Take primate welfare seriously and ban the trade in primates as pets,https://petition.parliament.uk/archived/petitions/58539,Closed,2005,,,,,,,,,1
slaughter of muslims in burma,https://petition.parliament.uk/archived/petitions/36531,Closed,2007,,,1,,,,,,
Withdraw Addison Lee's license,https://petition.parliament.uk/archived/petitions/33116,Closed,6042,,1,,,,,,,
Allow Reece Clarke to come Home,https://petition.parliament.uk/archived/petitions/58534,Closed,1762,1,,,,,,,,
Make Hydralic fracturing / fracking illegal in the UK,https://petition.parliament.uk/archived/petitions/40905,Closed,5798,,,,,,,,1,
lee rigby memorial trust,https://petition.parliament.uk/archived/petitions/51339,Closed,9570,,,1,,,,,,
Save Our Fire Stations,https://petition.parliament.uk/archived/petitions/41043,Closed,4316,,1,,,,,,,
GPs and Hospitals should be better supported to be able to diagnose people more quickly.,https://petition.parliament.uk/archived/petitions/22012,Closed,2532,1,,,,,,,,
Help secure the Fox Hunting ban,https://petition.parliament.uk/archived/petitions/64238,Closed,2419,,,,,,,,,1
Protect Police Pensions,https://petition.parliament.uk/archived/petitions/22321,Closed,102701,,,1,,,,,,
Ban the general sale of fireworks,https://petition.parliament.uk/archived/petitions/71562,Closed,1128,,1,,,,,,,
"Complete Protection of, and Prevention of the Abolishment of, the Herpetological Pet Trade in the UK",https://petition.parliament.uk/archived/petitions/15804,Closed,1648,,,,,,,,,1
"Give Kevin Williams his inquest under section 13 of the coroners Act, we have all the evidence under this section but keep getting refused.",https://petition.parliament.uk/archived/petitions/19149,Closed,118475,,1,,,,,,,
Prescription Charges Campaign,https://petition.parliament.uk/archived/petitions/25087,Closed,6971,1,,,,,,,,
Searching for Keith Bennett,https://petition.parliament.uk/archived/petitions/40262,Closed,5983,,1,,,,,,,
I.D.Cards or forms of identification for ex members of military stating they are  veterns,https://petition.parliament.uk/archived/petitions/53200,Closed,1087,,,1,,,,,,
Renationalise the Railways,https://petition.parliament.uk/archived/petitions/57458,Closed,3649,,,1,,,,,,
SUSPEND INCOME TAX ON SAVINGS INTEREST (by SaveOurSavers),https://petition.parliament.uk/archived/petitions/7740,Closed,2426,,,1,,,,,,
"Reduce VAT to 5% for watching football, cricket and all sport and playing sport",https://petition.parliament.uk/archived/petitions/12244,Closed,3409,,,,,1,,,,
Save our media,https://petition.parliament.uk/archived/petitions/15796,Closed,28966,,,,,1,,,,
Save Childrens Cardiac Surgery at the EMCHC at Glenfield Leicester,https://petition.parliament.uk/archived/petitions/35788,Closed,109306,1,,,,,,,,
Repeal the Welfare Reform Act 2012,https://petition.parliament.uk/archived/petitions/41600,Closed,16861,1,,,,,,,,
Clifton Suspension Bridge Toll Charge Increase,https://petition.parliament.uk/archived/petitions/49760,Closed,1404,,,,,,,,1,
Ban pigeon nets on all buildings,https://petition.parliament.uk/archived/petitions/35356,Closed,1029,,,,,,,,,1
HOW MANY WORLD WAR TWO PENSIONERS ARE GOING TO DIE OF COLD AND/OR STARVATION THIS WINTER BECAUSE THEIR STATE PENSION ISNT ENOUGH TO LIVE ON. ?.,https://petition.parliament.uk/archived/petitions/56676,Closed,1070,1,,,,,,,,
Jeremy Hunt should resign,https://petition.parliament.uk/archived/petitions/47740,Closed,1801,1,,,,,,,,
Maternity rights for mothers of children born through surrogacy,https://petition.parliament.uk/archived/petitions/22233,Closed,2658,1,,,,,,,,
"Cap MPs Salaries at £26,000",https://petition.parliament.uk/archived/petitions/28476,Closed,1407,,,1,,,,,,
Treason Allegations,https://petition.parliament.uk/archived/petitions/52180,Closed,1283,,1,,,,,,,
Get Southport out of Sefton,https://petition.parliament.uk/archived/petitions/75485,Closed,1041,,,1,,,,,,
Call on coalition government to deliver effective solutions to irresponsible dog ownership,https://petition.parliament.uk/archived/petitions/22631,Closed,11232,,,,,,,,,1
Funding for research into Duchenne Muscular Dystrophy,https://petition.parliament.uk/archived/petitions/14427,Closed,5867,1,,,,,,,,
Compulsory retirement of all research animals,https://petition.parliament.uk/archived/petitions/66043,Closed,18108,,,,,,,,,1
Stop Removal of Royal Crest from British Birth Certificates in Favour of EU Flag,https://petition.parliament.uk/archived/petitions/67725,Closed,2827,,,1,,,,,,
McClusky Law,https://petition.parliament.uk/archived/petitions/54677,Closed,1053,,,1,,,,,,
Removal of Dartford Crossing M25 Tolls,https://petition.parliament.uk/archived/petitions/1878,Closed,6627,,,,,,,,1,
STOP THE STRASBOURG CIRCUS,https://petition.parliament.uk/archived/petitions/37529,Closed,7223,,,1,,,,,,
Protect A&E services in Chichester,https://petition.parliament.uk/archived/petitions/69677,Closed,2166,1,,,,,,,,
4Growth - Reinvest the 4G auction proceeds in unlocking high-tech growth,https://petition.parliament.uk/archived/petitions/40019,Closed,2016,,,1,,,,,,
"Make St Georges Day a bank holiday in England, and St Davids Day in Wales",https://petition.parliament.uk/archived/petitions/5465,Closed,1579,,,1,,,,,,
Expert nursing care for for people at home,https://petition.parliament.uk/archived/petitions/30029,Closed,2874,1,,,,,,,,
Ban Halal Slaughter houses In the UK and sale of Halal Meat,https://petition.parliament.uk/archived/petitions/51469,Closed,10228,,,1,,,,,,
Change the Bereavement Leave from 3 days to up to 12 weeks,https://petition.parliament.uk/archived/petitions/3521,Closed,6562,,,1,,,,,,
"Petition for a televised debate between the Prime Minister and First Minister of Scotland, regarding Scottish independence.",https://petition.parliament.uk/archived/petitions/55155,Closed,1792,,,1,,,,,,
equal pensions for gurkhas,https://petition.parliament.uk/archived/petitions/56332,Closed,3191,,,1,,,,,,
Canvey Island Essex Flooding,https://petition.parliament.uk/archived/petitions/67802,Closed,1240,,1,,,,,,,
A Fair Deal for Everyone,https://petition.parliament.uk/archived/petitions/43230,Closed,4116,,,1,,,,,,
Confidential enquiry into the deaths of doctors subject to fitness to practice investigations by the General Medical Council,https://petition.parliament.uk/archived/petitions/54034,Closed,2112,,1,,,,,,,
Marta Andreasen MEP: Reduce Britain's contribution to the EU Budget,https://petition.parliament.uk/archived/petitions/19629,Closed,1164,,,1,,,,,,
Allow Military Veterans to have the letter MV after their name.,https://petition.parliament.uk/archived/petitions/76087,Closed,3759,,,1,,,,,,
Action against Christian Persecution,https://petition.parliament.uk/archived/petitions/27673,Closed,2515,,,1,,,,,,
That the government ratifies the UNESCO Convention on Intangible Cultural Heritgae,https://petition.parliament.uk/archived/petitions/46671,Closed,1153,,,,,,,,1,
Save our heritage: say no to VAT on work on listed buildings,https://petition.parliament.uk/archived/petitions/32056,Closed,13471,,,,,,,,1,
Reflux,https://petition.parliament.uk/archived/petitions/68614,Closed,6771,1,,,,,,,,
Change to dog breeding laws,https://petition.parliament.uk/archived/petitions/47461,Closed,6772,,,,,,,,,1
stop the dead baby joke book,https://petition.parliament.uk/archived/petitions/30532,Closed,3324,,1,,,,,,,
Alopecia Areata - Research Needed,https://petition.parliament.uk/archived/petitions/40068,Closed,4929,1,,,,,,,,
Life Sentence for murder to mean actual Life with no release,https://petition.parliament.uk/archived/petitions/39799,Closed,1490,,1,,,,,,,
A and E Crisis,https://petition.parliament.uk/archived/petitions/59367,Closed,1737,1,,,,,,,,
V.A.T Exempt Health & Fitness,https://petition.parliament.uk/archived/petitions/65980,Closed,1195,1,,,,,,,,
Support the Metal Theft Prevention Private Member's Bill,https://petition.parliament.uk/archived/petitions/21165,Closed,5804,,1,,,,,,,
Winter Fuel Payment for disabled and chronically sick people,https://petition.parliament.uk/archived/petitions/28892,Closed,1176,1,,,,,,,,
No more muslim immigration into the United Kingdom,https://petition.parliament.uk/archived/petitions/74730,Closed,1407,,,1,,,,,,
No to Nato military exercises in Ukraine,https://petition.parliament.uk/archived/petitions/64756,Closed,5660,,,1,,,,,,
Privatising Royal Mail,https://petition.parliament.uk/archived/petitions/49423,Closed,1711,,,1,,,,,,
Proposal to change August Bank Holiday to Alan Turing Day,https://petition.parliament.uk/archived/petitions/59421,Closed,1038,,,1,,,,,,
Referendum on BBC Licence Fee,https://petition.parliament.uk/archived/petitions/34655,Closed,4246,,,1,,,,,,
Ban The Burqa,https://petition.parliament.uk/archived/petitions/43313,Closed,13284,,,1,,,,,,
To Allow Doctors Dispensaries to dispense to patients who live within 1.6km of their nearest pharmacy.,https://petition.parliament.uk/archived/petitions/37910,Closed,2374,1,,,,,,,,
Fair VAT on e-publications for the academic community,https://petition.parliament.uk/archived/petitions/28226,Closed,2935,,,1,,,,,,
Bring our mother home from China,https://petition.parliament.uk/archived/petitions/53909,Closed,1782,,,1,,,,,,
Keep Richard III remains in Leicester,https://petition.parliament.uk/archived/petitions/39708,Closed,34479,,,,,,,,1,
Make Drivers aware of horse riders signals on the road campaign for a TV advert,https://petition.parliament.uk/archived/petitions/34346,Closed,1353,,1,,,,,,,
Protection of freedom bill - Parking control companies to pursue registered keepers for unpaid fines.,https://petition.parliament.uk/archived/petitions/12742,Closed,3117,,1,,,,,,,
fit security screws to all car number plates at point of sale & MOT to prevent their theft,https://petition.parliament.uk/archived/petitions/68647,Closed,2482,,1,,,,,,,
Title 'Architect' to include 'Architectural' & 'Architecture',https://petition.parliament.uk/archived/petitions/57096,Closed,1209,,,1,,,,,,
pulmonary fibrosis,https://petition.parliament.uk/archived/petitions/39490,Closed,1057,1,,,,,,,,
Do Not Force ISP Filtering of Pornography and Other Content,https://petition.parliament.uk/archived/petitions/51746,Closed,39173,,1,,,,,,,
Royal commission on policing,https://petition.parliament.uk/archived/petitions/4798,Closed,1725,,,1,,,,,,
SMA type 1 children to be given tracheostomy if and when needed!,https://petition.parliament.uk/archived/petitions/56982,Closed,6198,1,,,,,,,,
Motorcycle restriction law,https://petition.parliament.uk/archived/petitions/58743,Closed,1172,,,,1,,,,,
Revoke guidance prohibiting flexi-schooling,https://petition.parliament.uk/archived/petitions/47147,Closed,2218,,,,,,,1,,
justice for mothers and babies who suffered at the hands of Queens maternity unit Romford,https://petition.parliament.uk/archived/petitions/18269,Closed,1223,,1,,,,,,,
Leave the European Union,https://petition.parliament.uk/archived/petitions/97,Closed,4007,,,,1,,,,,
Bring severely injured children of Gaza to UK for treatment,https://petition.parliament.uk/archived/petitions/68040,Closed,20721,1,,,,,,,,
Resurrect the 'Wind Turbines (Minimum Distances from Residential Premises) Bill by Lord Reay,https://petition.parliament.uk/archived/petitions/33633,Closed,1484,,,,,,,,1,
A11 Thetford to Barton Mills - Central reservation barrier,https://petition.parliament.uk/archived/petitions/67873,Closed,4553,,1,,,,,,,
withdraw NHS Reform Bill,https://petition.parliament.uk/archived/petitions/5911,Closed,11552,1,,,,,,,,
Reject the proposal to remove Teaching Assistants from the classroom,https://petition.parliament.uk/archived/petitions/51629,Closed,5256,,,,,,,1,,
Bereavement Payment should apply to all next of kins.,https://petition.parliament.uk/archived/petitions/29796,Closed,3425,,,1,,,,,,
Abolish unpaid internships,https://petition.parliament.uk/archived/petitions/16255,Closed,1571,,,,,,,1,,
Core Services at Eastbourne DGH,https://petition.parliament.uk/archived/petitions/49224,Closed,1562,1,,,,,,,,
"BAN prong/pinch collars, spray collars, choke chains, shock collars and anything barbaric for animals UK",https://petition.parliament.uk/archived/petitions/58850,Closed,13136,,,,,,,,,1
State pension changes  for women born in 1953 and 1954,https://petition.parliament.uk/archived/petitions/44675,Closed,1065,,,1,,,,,,
winter fuel payments for ex pats,https://petition.parliament.uk/archived/petitions/73368,Closed,6192,,,1,,,,,,
amend the dangerous dogs act and end bsl,https://petition.parliament.uk/archived/petitions/23356,Closed,2689,,,,,,,,,1
Stop playing politics with international students,https://petition.parliament.uk/archived/petitions/37954,Closed,1007,,,,,,,1,,
Whistleblowing and Patient Safety ,https://petition.parliament.uk/archived/petitions/5741,Closed,1027,1,,,,,,,,
Call for Andrew Mitchell to resign,https://petition.parliament.uk/archived/petitions/39177,Closed,1282,,,1,,,,,,
stop privatisation of public sector prisons,https://petition.parliament.uk/archived/petitions/6270,Closed,1346,,1,,,,,,,
Scrap plans for the HS2 'Paving Bill',https://petition.parliament.uk/archived/petitions/46498,Closed,15361,,,,,,,,1,
HM Government must Recognise Gulf War Syndrome / Multi Systemic Disorder Illness,https://petition.parliament.uk/archived/petitions/53603,Closed,2292,1,,,,,,,,
Reduce MP wages to £67.50pw + travel,https://petition.parliament.uk/archived/petitions/30127,Closed,1081,,,1,,,,,,
H.M FORCES PENSIONS - Action against indexation review Apr 2011,https://petition.parliament.uk/archived/petitions/13978,Closed,9990,,,1,,,,,,
hedgerow regulations,https://petition.parliament.uk/archived/petitions/44531,Closed,2000,,,,,,,,1,
Reverse Ban on Holiday's During School Term Time,https://petition.parliament.uk/archived/petitions/59196,Closed,51403,,,,,,,1,,
Access to medicines for brain tumour patients,https://petition.parliament.uk/archived/petitions/74463,Closed,15157,1,,,,,,,,
Should Tracey Connelly be freed?,https://petition.parliament.uk/archived/petitions/55655,Closed,2425,,1,,,,,,,
PUBLIC INQUIRY FOR THE MURDER OF SIX MILITARY POLICEMEN,https://petition.parliament.uk/archived/petitions/57304,Closed,1395,,1,,,,,,,
